Restaurant ID,Restaurant Name,City,Locality,Cuisines,Rating text,Votes
307084,Hunger Cure,Faridabad,Sector 46,"Fast Food, Chinese",Average,47
305618,Sanjha Chulha,Faridabad,Sector 46,"North Indian, Mughlai",Average,79
307803,Queens Cakes,Faridabad,Sector 46,Bakery,Good,29
18419654,Sri Meenakshi South Indian Food,Faridabad,Sector 46,South Indian,Not rated,1
18471285,Sardar A Pure Meat Shop,Faridabad,Sector 49,"Raw Meats, Fast Food, North Indian",Not rated,0
313040,Invitation Restaurant,Faridabad,Sector 7,"North Indian, South Indian, Chinese, Fast Food",Average,17
17982346,Kaushik Bakery,Faridabad,Sector 7,Bakery,Average,9
18204501,Rama Vaishnav Bhojnalaya,Faridabad,Sector 7,"North Indian, Chinese",Average,7
1823,Shiv Saras Vyanjan,Faridabad,Sector 7,Mithai,Average,5
6143,Shree Bikaner Misthan Bhandar,Faridabad,Sector 7,"Mithai, Bakery, Street Food, Chinese, South Indian",Average,8
8297,Shree Bikaner Misthan Bhandar,Faridabad,Sector 7,"Mithai, Street Food",Average,15
8318,Standard Family Restaurant,Faridabad,Sector 7,North Indian,Average,16
18458631,The Hunger End,Faridabad,Sector 7,"North Indian, Chinese",Average,4
18382355,Pizza Express,Faridabad,Sector 7,"Pizza, Fast Food",Not rated,1
312842,Anupam Sweets & Restaurant,Faridabad,Sector 86,"North Indian, Chinese, Fast Food",Average,10
312084,Caramel,Faridabad,Sector 86,"North Indian, Chinese, Continental",Average,9
18247033,Chaska Restaurant,Faridabad,Sector 86,"North Indian, Chinese",Average,24
18126118,Club Pizzeria,Faridabad,Sector 86,Pizza,Average,19
18429393,Gupha,Faridabad,Sector 86,"North Indian, Chinese",Average,8
18241905,Indian Gourmet,Faridabad,Sector 86,"North Indian, Chinese, Raw Meats",Average,8
18425750,Tandoori Zaaika's,Faridabad,Sector 86,"North Indian, Chinese",Average,39
18261694,TCD Cake & Bake,Faridabad,Sector 86,"Bakery, Fast Food",Average,10
18365998,The Grill Darbar,Faridabad,Sector 86,"North Indian, Mughlai, Chinese",Average,17
18273572,Urban Cuisine,Faridabad,Sector 86,"North Indian, Chinese, Mughlai",Average,37
18363078,Mister Mughal,Faridabad,Sector 86,Mughlai,Good,33
18356019,The Hub,Faridabad,Sector 9,"Bakery, Fast Food",Average,9
312688,Bake Your Dreamz,Faridabad,Sector 9,"Bakery, Desserts",Not rated,3
18381668,Green Chilly Chinese Food,Faridabad,Sector 9,Chinese,Not rated,2
18287397,Mom's Kitchen,Faridabad,Sector 9,North Indian,Not rated,1
18294253,The Baking Treats N More,Faridabad,Sector 9,Bakery,Not rated,0
18471304,Twin Brothers,Faridabad,"SRS Mall, Sector 12, Faridabad",Fast Food,Not rated,0
8026,Aggarwal Sweets Centre,Faridabad,Suraj Kund,"Mithai, Street Food, Chinese",Average,4
18265697,Bawarchi,Faridabad,Suraj Kund,"North Indian, Chinese, Mughlai",Average,14
307151,D ART of Flavour,Faridabad,Suraj Kund,"North Indian, Chinese",Average,13
18107844,Italia Cafe by Aura,Faridabad,Suraj Kund,"Fast Food, Beverages",Average,5
18337896,Pizza Street,Faridabad,Suraj Kund,"Fast Food, Pizza",Average,12
18261699,Rock Cafe,Faridabad,Suraj Kund,"North Indian, Chinese, South Indian",Average,8
18306531,Sardaar Ji Chaap & Rolls,Faridabad,Suraj Kund,North Indian,Average,7
303571,Spice Wok,Faridabad,Suraj Kund,"North Indian, Chinese",Average,18
8099,Vrindavan Sweets & Restaurant,Faridabad,Suraj Kund,"North Indian, Chinese, South Indian, Fast Food",Average,22
18477428,Yummy Cake,Faridabad,Suraj Kund,Bakery,Average,4
8037,Bikaner Sweets & Bakers,Faridabad,Suraj Kund,"Mithai, Street Food",Not rated,0
18471308,Burger Xpress,Faridabad,Suraj Kund,"Fast Food, Chinese, Burger",Not rated,0
18471318,Da Pizza Zone,Faridabad,Suraj Kund,Italian,Not rated,0
18471320,Finger Licious,Faridabad,Suraj Kund,Fast Food,Not rated,0
18460293,Med E Taste,Faridabad,Suraj Kund,Mediterranean,Not rated,3
18446418,Punjabii Tandoor,Faridabad,Suraj Kund,"North Indian, Mughlai",Not rated,3
9496,Shankar Sweets,Faridabad,Suraj Kund,"Mithai, Street Food",Not rated,0
312967,Tasty Bites,Faridabad,Suraj Kund,"South Indian, Chinese, North Indian",Not rated,2
18449815,The Street- Curries & Grills,Faridabad,Suraj Kund,"North Indian, Mughlai, Continental",Not rated,1
2680,Bakers Delight - The Atrium,Faridabad,"The Atrium, Suraj Kund","Bakery, Desserts",Average,10
2679,On The Rocks - The  Atrium,Faridabad,"The Atrium, Suraj Kund",Finger Food,Average,18
8417,World Cafe - Vibe by The LaLiT Traveller,Faridabad,"Vibe by The LaLit Traveller, Mathura Road","North Indian, Continental, Chinese",Average,56
309757,Chaudhary Ke Mashhoor Paranthe,Ghaziabad,Indirapuram,North Indian,Average,14
307903,Thakur Bakers,Ghaziabad,Indirapuram,Bakery,Average,6
313502,FoodByMom,Ghaziabad,Indirapuram,North Indian,Good,161
18409175,Mr. Brown,Ghaziabad,Indirapuram,"Fast Food, Cafe, Desserts, Bakery",Good,52
18456342,Mitalis Kitchen,Ghaziabad,Indirapuram,North Indian,Not rated,1
18244229,The Big Scoop,Ghaziabad,Kaushambi,Ice Cream,Not rated,0
300713,9 Mars Lounge,Ghaziabad,"Shipra Mall, Indirapuram","North Indian, Chinese",Average,184
8623,Barista,Ghaziabad,"Shipra Mall, Indirapuram",Cafe,Average,33
1318,Baskin Robbins,Ghaziabad,"Shipra Mall, Indirapuram",Ice Cream,Average,27
311523,Burger King,Ghaziabad,"Shipra Mall, Indirapuram","Burger, Fast Food",Average,327
8590,Cafe Coffee Day,Ghaziabad,"Shipra Mall, Indirapuram",Cafe,Average,63
8583,Chinese X'Press,Ghaziabad,"Shipra Mall, Indirapuram",Chinese,Average,16
300756,Cinch,Ghaziabad,"Shipra Mall, Indirapuram","North Indian, Chinese, Continental",Average,92
4239,Costa Coffee,Ghaziabad,"Shipra Mall, Indirapuram",Cafe,Average,60
18168161,Domino's Pizza,Ghaziabad,"Shipra Mall, Indirapuram","Pizza, Fast Food",Average,17
18381223,Dosa X'press,Ghaziabad,"Shipra Mall, Indirapuram",South Indian,Average,6
18034077,Kebab Xpress,Ghaziabad,"Shipra Mall, Indirapuram","North Indian, Mughlai",Average,14
3824,Let's Noodle,Ghaziabad,"Shipra Mall, Indirapuram",Chinese,Average,181
2572,McDonald's,Ghaziabad,"Shipra Mall, Indirapuram","Fast Food, Burger",Average,150
8595,Mx Corn,Ghaziabad,"Shipra Mall, Indirapuram",Fast Food,Average,7
309702,Dunkin' Donuts,Ghaziabad,"Shipra Mall, Indirapuram","Burger, Desserts, Fast Food",Good,252
8601,Haldiram's,Ghaziabad,"Shipra Mall, Indirapuram","North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Good,187
1683,Pind Balluchi,Ghaziabad,"Shipra Mall, Indirapuram","North Indian, Mughlai",Poor,322
301670,Maini Restaurant,Ghaziabad,Surya Nagar,"North Indian, Fast Food",Average,114
17953902,The Dosa King,Ghaziabad,Surya Nagar,"South Indian, North Indian, Chinese",Average,80
130409,Baba Au Rhum,Goa,Anjuna,"Italian, French, Cafe",Excellent,280
130275,Burger Factory,Goa,Anjuna,Fast Food,Excellent,415
130332,Club Cubana,Goa,Anjuna,Finger Food,Very Good,646
130230,Curlies,Goa,"Anjuna Beach, Anjuna","Continental, North Indian, Italian, Seafood, Goan",Good,1681
16519268,La Plage,Goa,Arambol,"Seafood, French",Excellent,302
16512186,St. Anthony's,Goa,Baga,"North Indian, Chinese, Continental, Goan, Seafood",Good,911
16512333,Britto's Bar & Restaurant,Goa,Baga,"North Indian, Continental, Chinese, Seafood",Very Good,2191
16512336,Fat Fish,Goa,Baga,"North Indian, Continental, Goan",Very Good,856
16519168,Martin's Corner,Goa,Betalbatim,"Goan, Seafood, Chinese, North Indian",Very Good,1115
130021,Infantaria,Goa,Calangute,"Italian, Continental, Goan",Good,1221
130567,Souza Lobo,Goa,"Calangute Beach, Calangute","North Indian, Continental, Goan",Very Good,918
130008,Fisherman's Cove,Goa,Candolim,"Goan, North Indian, Chinese",Good,601
16519267,Calamari,Goa,Candolim,"Goan, Seafood, Chinese",Very Good,414
130535,The Fisherman's Wharf,Goa,Cavelossim,"Continental, Goan, Seafood, North Indian",Excellent,555
130699,LPK Waterfront,Goa,Nerul,Finger Food,Good,516
16512168,Ritz Classic,Goa,Panaji,"Goan, Seafood, North Indian",Excellent,840
130888,The Black Sheep Bistro,Goa,Panaji,"Seafood, Continental, European, German",Excellent,681
16519231,Cafe Al Fresco by Cantina Bodega,Goa,Panaji,Cafe,Very Good,265
16541849,The Fisherman's Wharf,Goa,Panaji,"Continental, Goan, Seafood, North Indian",Very Good,323
18022206,Antares,Goa,Vagator,Seafood,Very Good,367
18396451,K Lab,Gurgaon," ILD Trade Centre Mall, Sohna Road","Cafe, Beverages",Average,16
18237941,Pind Balluchi,Gurgaon," ILD Trade Centre Mall, Sohna Road","North Indian, Mughlai",Average,80
2787,Punjab Grill,Gurgaon,"Ambience Mall, Gurgaon","North Indian, Mughlai",Very Good,1887
3431,Zambar,Gurgaon,"Ambience Mall, Gurgaon","South Indian, Seafood, Kerala",Very Good,802
303699,Cakes & More,Gurgaon,"Ansal Plaza Mall, Palam Vihar",Bakery,Average,4
5915,Kwality Wall's Swirl's,Gurgaon,"Ansal Plaza Mall, Palam Vihar",Ice Cream,Average,5
7076,Yo! Dimsum,Gurgaon,"Ansal Plaza Mall, Palam Vihar",Chinese,Average,10
311866,Mx Corn,Gurgaon,"Ansal Plaza Mall, Palam Vihar",Fast Food,Not rated,2
300439,Red,Gurgaon,Ardee City,"Japanese, Thai, Chinese",Average,57
18458334,Rocketchefs,Gurgaon,Ardee City,"Pizza, Desserts",Average,4
18353710,The Fresh Chicken Store,Gurgaon,Ardee City,"Raw Meats, Fast Food",Average,4
18291229,Achoos Food Corner,Gurgaon,Ardee City,"South Indian, Chinese, Mughlai",Not rated,0
18398616,Aha Bites,Gurgaon,Ardee City,"Fast Food, North Indian",Not rated,0
18430561,Ancient Spice,Gurgaon,Ardee City,"North Indian, Chinese",Not rated,2
18445248,Chimney - The Takeaway,Gurgaon,Ardee City,"North Indian, South Indian, Chinese",Not rated,1
18313132,Costa Coffee,Gurgaon,Ardee City,Cafe,Not rated,2
18433874,Good to Go,Gurgaon,Ardee City,Raw Meats,Not rated,1
18291231,Gopi Sweets & Caters,Gurgaon,Ardee City,"Mithai, North Indian",Not rated,0
18477541,Late Night Food,Gurgaon,Ardee City,"North Indian, Chinese, Fast Food",Not rated,1
18352271,Lavi Foji Dhaba,Gurgaon,Ardee City,North Indian,Not rated,0
18291233,Narayan Fast Food Home,Gurgaon,Ardee City,"North Indian, Chinese",Not rated,0
18441809,OMG Kitchenz,Gurgaon,Ardee City,"South Indian, Street Food",Not rated,1
18349508,OMG Tiffinz,Gurgaon,Ardee City,"North Indian, Chinese",Not rated,0
18217127,Sardarji Chicken Point,Gurgaon,Ardee City,"North Indian, Chinese",Not rated,1
18471335,Solty Hotel,Gurgaon,Ardee City,North Indian,Not rated,0
18458335,Tanishk Gourmet Indian,Gurgaon,Ardee City,"North Indian, Mughlai, Seafood",Not rated,0
18429842,The Burger Chef,Gurgaon,Ardee City,Fast Food,Not rated,3
5904,Club Tokyo - Best Western Skycity Hotel,Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",Japanese,Average,13
5876,Lattitude - Skycity Hotel,Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon","North Indian, Chinese, Continental",Average,15
872,Bisque Bakery,Gurgaon,"Central Arcade, DLF Phase 2, Gurgaon","Bakery, Fast Food",Good,415
18365849,Behrouz Biryani,Gurgaon,"Central Plaza Mall, Golf Course Road",Biryani,Average,36
227,Domino's Pizza,Gurgaon,"Central Plaza Mall, Golf Course Road","Pizza, Fast Food",Average,104
3446,Giani,Gurgaon,"Central Plaza Mall, Golf Course Road","Ice Cream, Desserts",Average,70
300100,PizzaVito,Gurgaon,"Central Plaza Mall, Golf Course Road","Italian, Pizza, Lebanese",Average,218
8597,Shawarma House,Gurgaon,"Central Plaza Mall, Golf Course Road",Lebanese,Average,225
3449,Subway,Gurgaon,"Central Plaza Mall, Golf Course Road","American, Fast Food, Salad, Healthy Food",Average,150
303749,Asian Bistro,Gurgaon,"Central Plaza Mall, Golf Course Road","Chinese, Thai, North Indian, Japanese",Good,184
18349898,BBQ Factory,Gurgaon,"Central Plaza Mall, Golf Course Road",North Indian,Good,146
18349892,Faaso's,Gurgaon,"Central Plaza Mall, Golf Course Road","North Indian, Fast Food",Good,33
18425752,Chaayos,Gurgaon,"Central Plaza Mall, Golf Course Road","Cafe, Tea",Very Good,48
7507,Mosaic - Country Inn & Suites,Gurgaon,"Country Inn & Suites by Carlson, Gurgaon","North Indian, Asian, Continental",Good,91
300490,60 ML - Country Inn & Suites by Carlson,Gurgaon,"Country Inn & Suites by Carlson, Sector 12",Finger Food,Average,7
300488,Mosaic - Country Inn & Suites by Carlson,Gurgaon,"Country Inn & Suites by Carlson, Sector 12","Continental, North Indian, Chinese",Good,37
18306521,Big Shot Bar - Country Inn & Suites,Gurgaon,"Country Inn & Suites By Carlson, Udyog Vihar","Chinese, Italian, North Indian",Good,32
309090,Mosaic - Country Inn & Suites By Carlson,Gurgaon,"Country Inn & Suites, Sohna Road","North Indian, Chinese, Italian, Continental",Average,19
18441709,Downtown Kitchen & Bar - Courtyard by Marriott,Gurgaon,"Courtyard by Marriott, Sushant Lok","Chinese, North Indian, Italian",Average,6
18441707,Courtyard Grill - Courtyard by Marriott,Gurgaon,"Courtyard by Marriott, Sushant Lok","Chinese, North Indian, Italian",Not rated,3
304832,Di Ghent Boulangerie,Gurgaon,"Cross Point Mall, DLF Phase 4","Cafe, Belgian",Good,231
311297,Khyen Chyen,Gurgaon,"Cross Point Mall, DLF Phase 4",Kashmiri,Good,364
303858,The Pint Room,Gurgaon,"Cross Point Mall, DLF Phase 4","Finger Food, Continental, Italian",Good,127
302288,Tughlaq,Gurgaon,"Cross Point Mall, DLF Phase 4","North Indian, Mughlai, Chinese, Seafood",Good,351
18233573,Big Wong XL,Gurgaon,"Cross Point Mall, DLF Phase 4","Chinese, Thai, Sushi",Very Good,162
309015,Bunker,Gurgaon,"Cross Point Mall, DLF Phase 4","Continental, North Indian, Chinese, Italian",Very Good,248
18382344,Culture Cafe,Gurgaon,"Cross Point Mall, DLF Phase 4","Mediterranean, Continental",Very Good,144
18254537,Nowhere Terrace Brewpub Cafe,Gurgaon,"Cross Point Mall, DLF Phase 4","Continental, European, Asian, North Indian, Chinese, Italian",Very Good,214
4358,Cafe G - Crowne Plaza,Gurgaon,"Crowne Plaza, Sector 29","North Indian, Continental, Chinese",Good,181
2443,Wildfire - Crowne Plaza,Gurgaon,"Crowne Plaza, Sector 29",South American,Good,131
270,Isabella,Gurgaon,"Cyber Greens, DLF Cyber City","North Indian, Mughlai, Chinese",Average,191
309252,Fatburger,Gurgaon,"Cyber Hub, DLF Cyber City","American, Mexican",Average,793
18303709,Burma Burma,Gurgaon,"Cyber Hub, DLF Cyber City","Asian, Burmese",Excellent,563
18409224,Pier 38,Gurgaon,"Cyber Hub, DLF Cyber City","Persian, Arabian, Lebanese, North Indian",Excellent,177
18277179,Yum Yum Cha,Gurgaon,"Cyber Hub, DLF Cyber City","Chinese, Japanese, Sushi",Excellent,407
308570,Amici Cafe,Gurgaon,"Cyber Hub, DLF Cyber City","Cafe, Italian, Pizza",Good,647
308263,Au Bon Pain,Gurgaon,"Cyber Hub, DLF Cyber City","Cafe, Bakery",Good,503
306133,California Pizza Kitchen,Gurgaon,"Cyber Hub, DLF Cyber City","Pizza, Italian",Good,980
306142,Chai Point,Gurgaon,"Cyber Hub, DLF Cyber City","Tea, Fast Food",Good,544
308609,Cherry Comet,Gurgaon,"Cyber Hub, DLF Cyber City","Ice Cream, Desserts",Good,455
18383453,Circus,Gurgaon,"Cyber Hub, DLF Cyber City","North Indian, Chinese, Italian",Good,230
305478,Dunkin' Donuts,Gurgaon,"Cyber Hub, DLF Cyber City","Burger, Desserts, Fast Food",Good,701
308357,Holy Smoke,Gurgaon,"Cyber Hub, DLF Cyber City","Steak, American",Good,313
306128,Italiano,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,Good,625
308020,Krispy Kreme,Gurgaon,"Cyber Hub, DLF Cyber City","Desserts, Beverages",Good,425
309883,Not Just Paranthas,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,Good,734
306132,Oh! Calcutta,Gurgaon,"Cyber Hub, DLF Cyber City","Bengali, Seafood",Good,706
306956,Olive Bistro,Gurgaon,"Cyber Hub, DLF Cyber City","Mediterranean, Italian, European",Good,1490
305862,Pita Pit,Gurgaon,"Cyber Hub, DLF Cyber City","Healthy Food, Salad",Good,870
307309,Raasta,Gurgaon,"Cyber Hub, DLF Cyber City","Continental, Italian",Good,1065
306131,Red Mango,Gurgaon,"Cyber Hub, DLF Cyber City","Cafe, Desserts",Good,365
306127,Rred Hot Asian Bistro,Gurgaon,"Cyber Hub, DLF Cyber City","Chinese, Japanese, Thai, Asian",Good,384
313149,Smaaash,Gurgaon,"Cyber Hub, DLF Cyber City","North Indian, Thai, Continental",Good,622
306001,Starbucks,Gurgaon,"Cyber Hub, DLF Cyber City",Cafe,Good,560
308016,Sutra Gastropub,Gurgaon,"Cyber Hub, DLF Cyber City","Mediterranean, European, American, North Indian",Good,1046
18336509,Taco Bell,Gurgaon,"Cyber Hub, DLF Cyber City","Mexican, Fast Food",Good,176
18336176,The People & Co.,Gurgaon,"Cyber Hub, DLF Cyber City","Continental, Italian",Good,173
18383472,Theobroma,Gurgaon,"Cyber Hub, DLF Cyber City","Bakery, Cafe",Good,227
18292448,Wendy's,Gurgaon,"Cyber Hub, DLF Cyber City","Burger, Fast Food",Good,296
306134,The Wine Company,Gurgaon,"Cyber Hub, DLF Cyber City","Italian, European",Poor,2412
306946,Cafe Delhi Heights,Gurgaon,"Cyber Hub, DLF Cyber City","Continental, American, Italian, Seafood, North Indian, Cafe",Very Good,1840
18289242,Cyber Hub Social,Gurgaon,"Cyber Hub, DLF Cyber City","Continental, American, Asian, North Indian",Very Good,716
18277030,Delifrance - The France Cafe Bakery,Gurgaon,"Cyber Hub, DLF Cyber City","Cafe, Bakery, Desserts",Very Good,199
306153,Dhaba By Claridges,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,Very Good,1658
308022,Farzi Cafe,Gurgaon,"Cyber Hub, DLF Cyber City",Modern Indian,Very Good,4385
305905,Hard Rock Cafe,Gurgaon,"Cyber Hub, DLF Cyber City","Mediterranean, Mexican, North Indian, American",Very Good,1949
18245277,Instapizza,Gurgaon,"Cyber Hub, DLF Cyber City","Pizza, Fast Food",Very Good,219
305670,Made In Punjab,Gurgaon,"Cyber Hub, DLF Cyber City","North Indian, Mughlai",Very Good,1595
305815,Nando's,Gurgaon,"Cyber Hub, DLF Cyber City","Portuguese, African",Very Good,1730
18208920,Quaff,Gurgaon,"Cyber Hub, DLF Cyber City","American, Italian, Chinese",Very Good,353
306046,SodaBottleOpenerWala,Gurgaon,"Cyber Hub, DLF Cyber City","Parsi, Iranian",Very Good,2843
18381226,The Grill Mill,Gurgaon,"Cyber Hub, DLF Cyber City","North Indian, Continental, Asian",Very Good,209
4992,Knight Rider,Gurgaon,DLF Cyber City,"North Indian, Continental",Average,185
300749,Chaayos,Gurgaon,DLF Cyber City,"Cafe, Tea",Good,393
278,Nooba,Gurgaon,DLF Cyber City,Chinese,Good,333
225,Domino's Pizza,Gurgaon,DLF Cyber City,"Pizza, Fast Food",Poor,125
18337929,Indigo Delicatessen,Gurgaon,DLF Cyber City,"European, Continental",Very Good,205
5960,Escape Terrace Bar Kitchen,Gurgaon,"DLF Galleria, DLF Phase 4",Finger Food,Average,294
1664,Kwaliti,Gurgaon,"DLF Galleria, DLF Phase 4","North Indian, Chinese, Fast Food",Average,129
157,Subway,Gurgaon,"DLF Galleria, DLF Phase 4","American, Fast Food, Salad, Healthy Food",Average,125
18235155,Burger Point,Gurgaon,"DLF Galleria, DLF Phase 4","Burger, Fast Food",Good,74
310211,Chaat Chowk,Gurgaon,"DLF Galleria, DLF Phase 4",Street Food,Good,217
3346,Chef Style,Gurgaon,"DLF Galleria, DLF Phase 4","North Indian, Mughlai",Good,239
310854,Delhicacy,Gurgaon,"DLF Galleria, DLF Phase 4","Street Food, Fast Food, North Indian",Good,317
18247015,Dimsum & Co.,Gurgaon,"DLF Galleria, DLF Phase 4",Chinese,Good,136
309387,Instapizza,Gurgaon,"DLF Galleria, DLF Phase 4","Pizza, Fast Food",Good,426
7418,L'Opera,Gurgaon,"DLF Galleria, DLF Phase 4","Bakery, Desserts, Fast Food",Good,196
1455,Lazeez Food,Gurgaon,"DLF Galleria, DLF Phase 4","Mughlai, North Indian",Good,173
18241867,Le Marche Sugar & Spice Cafe,Gurgaon,"DLF Galleria, DLF Phase 4","Cafe, Italian, Fast Food",Good,52
308889,The Breakfast Club,Gurgaon,"DLF Galleria, DLF Phase 4","Continental, North Indian",Good,189
4620,Sugar & Spice - Le Marche,Gurgaon,"DLF Galleria, DLF Phase 4","Bakery, Fast Food",Poor,88
18322666,Crudo Juicery,Gurgaon,"DLF Galleria, DLF Phase 4","Beverages, Salad",Very Good,154
311718,Fork with Stick,Gurgaon,"DLF Galleria, DLF Phase 4",Chinese,Very Good,169
18255106,Uptown Fresh Beer Cafe,Gurgaon,"DLF Galleria, DLF Phase 4","Finger Food, North Indian, Italian, European, Continental",Very Good,230
4876,Barista,Gurgaon,"DLF Mega Mall, DLF Phase 1",Cafe,Average,18
631,Cafe Coffee Day,Gurgaon,"DLF Mega Mall, DLF Phase 1",Cafe,Average,27
226,Domino's Pizza,Gurgaon,"DLF Mega Mall, DLF Phase 1","Pizza, Fast Food",Average,30
8805,Italiano,Gurgaon,"DLF Mega Mall, DLF Phase 1",Italian,Average,49
3540,McDonald's,Gurgaon,"DLF Mega Mall, DLF Phase 1","Fast Food, Burger",Average,30
311579,Parantha Gurus,Gurgaon,"DLF Mega Mall, DLF Phase 1",North Indian,Average,27
303709,Pizza Hut Delivery,Gurgaon,"DLF Mega Mall, DLF Phase 1","Italian, Pizza, Fast Food",Average,29
18391156,Sibang Bakery,Gurgaon,"DLF Mega Mall, DLF Phase 1","Bakery, Desserts, Fast Food",Average,13
301319,Sonya Bakery Cafe,Gurgaon,"DLF Mega Mall, DLF Phase 1","Bakery, Desserts, Beverages",Average,20
158,Subway,Gurgaon,"DLF Mega Mall, DLF Phase 1","American, Fast Food, Salad, Healthy Food",Average,46
1360,Viva Hyderabad,Gurgaon,"DLF Mega Mall, DLF Phase 1","Biryani, North Indian",Average,69
310737,7 Barrel Brew Pub,Gurgaon,"DLF Mega Mall, DLF Phase 1","North Indian, Continental, Chinese, Japanese, Italian, Thai",Good,490
4762,Wai Yu Mun Ching,Gurgaon,"DLF Mega Mall, DLF Phase 1","Chinese, Thai",Good,112
311736,Baskin Robbins,Gurgaon,"DLF Mega Mall, DLF Phase 1",Ice Cream,Not rated,3
311116,KFC,Gurgaon,"DLF Mega Mall, DLF Phase 1","American, Fast Food, Burger",Poor,73
3483,Burmese Kitchen Plus,Gurgaon,DLF Phase 1,"Burmese, Chinese, Thai",Average,65
18308025,Drinks Come True,Gurgaon,DLF Phase 1,"Beverages, Juices",Average,9
307272,Eat All Nite,Gurgaon,DLF Phase 1,"North Indian, Chinese, Fast Food",Average,184
18025115,Frontier,Gurgaon,DLF Phase 1,Bakery,Average,4
18454285,GenY Cuisines,Gurgaon,DLF Phase 1,"Chinese, Mexican, Fast Food, Continental",Average,4
1687,K Raga's,Gurgaon,DLF Phase 1,"North Indian, Mughlai",Average,5
308605,Kangri,Gurgaon,DLF Phase 1,Kashmiri,Average,84
18422652,Makhmali Kebabs,Gurgaon,DLF Phase 1,Mughlai,Average,10
18131568,Masala Ville,Gurgaon,DLF Phase 1,"North Indian, Mughlai",Average,15
18034048,Night Food Xprs,Gurgaon,DLF Phase 1,"Chinese, North Indian",Average,12
18138457,Roti Boti,Gurgaon,DLF Phase 1,"North Indian, Mughlai, Fast Food",Average,35
313272,Sama Chicken Biryani,Gurgaon,DLF Phase 1,"Biryani, North Indian",Average,4
9778,Subway,Gurgaon,DLF Phase 1,"American, Fast Food, Salad, Healthy Food",Average,54
312523,The Rolling Pin Bakery,Gurgaon,DLF Phase 1,Bakery,Average,10
18424575,Weird Time Food,Gurgaon,DLF Phase 1,"Continental, Fast Food",Average,7
18204463,Twigly,Gurgaon,DLF Phase 1,"Continental, Italian, Pizza, Asian",Excellent,395
307627,Asian Haus,Gurgaon,DLF Phase 1,"Chinese, Thai, Asian, Malaysian, Vietnamese, Japanese",Good,360
301302,Beyond Breads,Gurgaon,DLF Phase 1,"Bakery, Desserts",Good,326
312995,Biryani By Kilo,Gurgaon,DLF Phase 1,"Biryani, Mughlai",Good,403
308577,Captain Grub,Gurgaon,DLF Phase 1,"American, Fast Food",Good,447
313376,Pita Pit,Gurgaon,DLF Phase 1,"Healthy Food, Salad",Good,56
312536,Rawleaf,Gurgaon,DLF Phase 1,"Healthy Food, Salad",Good,38
310385,Sushi Haus,Gurgaon,DLF Phase 1,"Japanese, Sushi",Good,124
18464003,Eggzellent,Gurgaon,DLF Phase 1,Fast Food,Not rated,1
18349915,High On Tea,Gurgaon,DLF Phase 1,"Cafe, Tea",Not rated,3
18299228,Sona Bridge Hotel,Gurgaon,DLF Phase 1,Chinese,Not rated,2
18034074,Yo! Dimsum,Gurgaon,DLF Phase 1,"Fast Food, Chinese",Not rated,1
311080,Angrezee Choupal,Gurgaon,DLF Phase 2,"North Indian, Chinese, Italian",Good,299
18462603,Ashoka Snacks Corner,Gurgaon,DLF Phase 2,"Street Food, Chinese, North Indian",Not rated,0
18481295,Chefoncalls,Gurgaon,DLF Phase 2,North Indian,Not rated,0
18472765,Corp Kitchen,Gurgaon,DLF Phase 2,"North Indian, Chinese, Continental",Not rated,0
18499452,Good Food,Gurgaon,DLF Phase 2,Healthy Food,Not rated,0
18500652,Mahek By Greenz,Gurgaon,DLF Phase 2,North Indian,Not rated,0
18361580,Pao King,Gurgaon,DLF Phase 2,Street Food,Not rated,0
18417487,Prabhat Fast Food Corner,Gurgaon,DLF Phase 2,"Chinese, North Indian",Not rated,1
18462605,Shama Chicken Corner,Gurgaon,DLF Phase 2,Mughlai,Not rated,0
18462609,Unique Food Hut,Gurgaon,DLF Phase 2,"Fast Food, North Indian, Beverages",Not rated,0
3565,A 1 - Snacks and food corner,Gurgaon,DLF Phase 3,"North Indian, Chinese, Fast Food",Average,16
18367364,Anandum,Gurgaon,DLF Phase 3,South Indian,Average,13
1028,Apni Rasoi,Gurgaon,DLF Phase 3,"North Indian, Chinese",Average,160
308673,Banke Bihari Bhojanalay,Gurgaon,DLF Phase 3,"Mithai, Street Food, North Indian",Average,36
18383473,Biryani 365,Gurgaon,DLF Phase 3,Mughlai,Average,17
18444416,Bro's Kitchenette,Gurgaon,DLF Phase 3,"Fast Food, Street Food, Beverages",Average,11
18161609,Cafe Coffee Day,Gurgaon,DLF Phase 3,Cafe,Average,9
611,Cafe Coffee Day,Gurgaon,DLF Phase 3,Cafe,Average,26
18322677,Cafe Du Rendezvous,Gurgaon,DLF Phase 3,"Cafe, Street Food",Average,21
18204847,Cake 24x7,Gurgaon,DLF Phase 3,Bakery,Average,25
308044,Cake On Wheels,Gurgaon,DLF Phase 3,"Bakery, Desserts, Fast Food",Average,18
18294819,Cake Point,Gurgaon,DLF Phase 3,"Bakery, Desserts",Average,7
